,title,artist,lyrics
Turn up the music, just turn it up louder (You better)
Turn up the music, I need it in my life, yeah (Leggo!)

Woah-oh, woah-oh, oh-oh-oh-oh (Oh!)
Woah-oh, woah-oh, oh-oh-oh-oh
Can you turn it up, baby? (Yeah!)
Woah-oh, woah-oh, oh-oh-oh-oh (Yeah! Oh-woah)
Woah-oh, woah-oh, oh-oh-oh-oh
Can you turn it up, baby?

Turn it up, just dance with me (Hahaha)
Turn it up, just dance with me (Girl)
Turn it up, just dance with me (Hahaha)
Turn it up, just dance with me (Don't stop the music)
Turn it up, just dance with me (Hahaha)
Turn it up, just dance with me
Turn it up, just dance with me
T-T-Turn it up
Don't stop the music45Embed"
131,Lights - Single Version,Ellie Goulding,"I had a way then losing it all on my own
I had a heart then but the queen has been overthrown
And I'm not sleeping now the dark is too hard to beat
And I'm not keeping up the strength I need to push me

You show the lights that stop me turn to stone
You shine it when I'm alone
And so I tell myself that I'll be strong
And dreaming when they're gone
'Cause they're calling, calling, calling me home
Calling, calling, calling home
You show the lights that stop me turn to stone
You shine them when I'm alone
Home

Noises, I play within my head
Touch my own skin and hope that I'm still breathing
And I think back to when my brother and my sister slept
In an unlocked place the only time I feel safe

You show the lights that stop me turn to stone
You shine it when I'm alone
And so I tell myself that I'll be strong
And dreaming when they're gone
'Cause they're calling, calling, calling me home
Calling, calling, calling home
You show the lights that stop me turn to stone
You shine them when I'm alone
Home
(Light, lights, lights, lights)
(Light, lights, lights, lights)
Home, home (Light, lights, lights, lights)
You might also like
You show the lights that stop me turn to stone
You shine it when I'm alone
And so I tell myself that I'll be strong
And dreaming when they're gone
'Cause they're calling, calling, calling me home
Calling, calling, calling home
You show the lights that stop me turn to stone
You shine them when I'm alone

Home, home (Light, lights, lights, lights)
Home, home (Light, lights, lights, lights)Embed"
132,We Are Young (feat. Janelle Monáe),fun.,"I need to get my story straight
My friends are in the bathroom
Getting higher than the empire state
My lover she is waiting for me
Just across the bar
My seat's been taken by some sunglasses
Asking 'bout a scar
And I know I gave it to you months ago
I know you're trying to forget
But between the drinks and subtle things
The holes in my apologies
You know I'm trying hard to take it back
So if by the time the bar closes
And you feel like falling down
I'll carry you home
Tonight
We are young
So let's set the world on fire
You might also likeWe can burn brighter
Than the sun
Tonight
We are young
So let's set the world on fire
We can burn brighter
Than the sun
Now I know that I'm not
All that you got
I guess that I
I just thought maybe we could find a ways to fall apart
But our friends are back
So let's raise a toast
Cause I found someone to carry me home
Tonight
We are young
So let's the set the world on fire
We can burn brighter
Than the sun
Tonight
We are young
So let's set the world on fire
We can burn brighter
Than the sun
Carry me home tonight
Just carry me home tonight
Carry me home tonight
Just carry me home tonight
The moon is on my side
I have no reason to run
So will someone come and carry me home tonight
The angels never arrived
But I can hear the choir
So will someone come and carry me home
Tonight
We are young
So let's set the world on fire
We can burn brighter
Than the sun
Tonight
We are young
So let's set the world on fire
We can burn brighter
Than the sun
So if by the time the bar closes
And you feel like falling down
I'll carry you home tonightEmbed"
133,Diamonds,Rihanna,"Shine bright like a diamond
Shine bright like a diamond

Find light in the beautiful sea
I choose to be happy
You and I, you and I, we're like diamonds in the sky
You're a shooting star I see, a vision of ecstasy
When you hold me, I'm alive, we're like diamonds in the sky
I knew that we'd become one right away
Oh, right away
At first sight, I felt the energy of sun rays
I saw the life inside your eyes

So shine bright, tonight, you and I
We're beautiful, like diamonds in the sky
Eye to eye, so alive
We're beautiful, like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky

Palms rise to the universe as we moonshine and molly
Feel the warmth, we'll never die
We're like diamonds in the sky
You're a shooting star I see, a vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky
You might also like
At first sight, I felt the energy of sun rays
I saw the life inside your eyes

So shine bright, tonight, you and I
We're beautiful, like diamonds in the sky
Eye to eye, so alive
We're beautiful, like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky

Shine bright like a diamond
Shine bright like a diamond
Shine bright like a diamond

So shine bright, tonight, you and I
We're beautiful, like diamonds in the sky
Eye to eye, so alive
We're beautiful, like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Oh-oh, yeah
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Shine bright like a diamond89Embed"
134,Don't Stop the Party (feat. TJR),Pitbull,"You don't get them girls loose, loose (TJR!)
You don't get the world loose, loose
You don't get money, move, move (Mr. Worldwide)
But I do (I do)
You don't get them girls loose, loose
You don't get the world loose, loose
You don't get money, move, move
But I do (I do)

I said, y'all having a good time out there?
Yeah, yeah, yeah, que no pare la fiesta
Don't stop the party
Yeah, yeah, yeah, que no pare la fiesta
Don't stop the party
I'm running through the world like a running back
Scarface, world's mine, running back
30,000 people in Hanover to see me
80,000 in London, Wembley
90,000 Morocco, and I'm just getting warmed up, papo (Haha)
Catch me with RedOne in Stockholm
Beirut, cafe getting my drink on (Voli)
While all the pretty women hit the Hookah
All of them sweet, azucar, azucar
Dale disfruta

They can't, they won't, they never will
Stop the party
They can't, they won't, they never will
Stop the party

I said, y'all having a good time out there?
Yeah, yeah, yeah, que no pare la fiesta
Don't stop the party
Yeah, yeah, yeah, que no pare la fiesta
Don't stop the party

I'm from the city, where they stretch ya like slinkys (305)
And now I'm doing shows in Helsinki (Finland)
I know what ya'll thinking, you're thinking
That you can outthink me, but you can't frankly
I'm out for the Benjies, Frankies (C-notes)
Just 'cause you ain't me, don't hate me
As a matter fact, you should thank me
Even if you don't, you're welcome Yankees
Zig-a, zig-a, zig-a, zig-a, zow
Who got the keys of the world, now?
Yours truly (Blaow)
See Pitbull LiveGet tickets as low as $120You might also like
They can't, they won't, they never will
Stop the party
They can't, they won't, they never will
Stop the party

I said, y'all having a good time out there?
Yeah, yeah, yeah, que no pare la fiesta
Don't stop the party
Yeah, yeah, yeah, que no pare la fiesta
Don't stop the party

I'ma give it to ya, ahah
Now give it to me, ah ah
I'ma give it to ya, ah ah
Now give it to me, ah ah
I'ma give it to ya, ah ah
Now give it to me, ah ah
Get funky, get funky
Now stop

I said, y'all having a good time out there?
Yeah, yeah, yeah, que no pare la fiesta
Don't stop the party
Yeah, yeah, yeah, que no pare la fiesta
Don't stop the party
Yeah, yeah, yeah (To the money makers, it's the place to be)
Que no pare la fiesta
Don't stop the party
Yeah, yeah, yeah (To the sexy people, it's the place to be)
Que no pare la fiesta
Don't stop the party
Yeah, yeah, yeah (To the money makers, it's the place to be)
Que no pare la fiesta
Don't stop the party
Yeah, yeah, yeah (To the sexy people, it's the place to be)
Que no pare la fiesta
Don't stop the party (Woo!)7Embed"
135,You Da One,Rihanna,"You the one that I dream about all day
You the one that I think about always
You are the one, so I make sure I'll behave
My love is your love, your love is my love, love, love

Baby, I love you
I need you here with me all the time
Baby, we meant to be
You got me smiling all the time
'Cause you know how to give me that
You know how to pull me back when I go runnin', runnin'
Tryna get away from loving ya
You know how to love me hard
I won't lie, I'm falling hard
Yep, I'm falling for ya, but there's nothin' wrong with that

You the one that I dream about all day
You the one that I think about always
You are the one, so I make sure I'll behave
My love is your love, your love is my love
You the one that I dream about all day
You the one that I think about always
You are the one, so I make sure I'll behave
My love is your love, your love is mine

Baby come, take me now
Hold me now, make me come alive
You got the sweetest touch
I'm so happy you came in my life

'Cause you know how to give me that
You know how to pull me back when I go runnin', runnin'
Tryna get away from loving ya
You know how to love me hard
I won't lie, I'm falling hard
Yep, I'm falling for ya but there's nothin' wrong with that
You might also like
You the one that I dream about all day
You the one that I think about always
You are the one, so I make sure I'll behave (You the one)
My love is your love, your love is my love
You the one that I dream about all day (You are the one)
You the one that I think about always (So you're the one)
You are the one, so I make sure I'll behave
My love is your love, your love is mine

And yes, I'm kinda crazy
That's what happens, baby
When you put it down
You shouldn't give it to me good like that
Shouldn't hit it like that
Had me yellin' like that
Didn't know you would've had me coming back
You the one that I'm feelin'
You the one that I'm lovin'
Ain't no other niggas like you
No, there's just one, one, one, o-o-one
No, baby, just one, one, o-one
I bet you wanna know

You the one that I dream about all day
You the one that I think about always
You are the one, so I make sure I'll behave
My love is your love, your love is my love (Your love is mine)
You the one that I dream about all day (You are the one)
You the one that I think about always (You are the one)
You are the one, so I make sure I'll behave
My love is your love, your love is mine30Embed"
136,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,"Adam Lambert - Whataya Want From Me
Adele - Rolling In The Deep
Black Eyed Peas - Boom Boom Pow
Black Eyed Peas - I Got A Feeling
Black Eyed Peas - Imma Be
Black Eyed Peas - The Time (Dirty Bit)
B.o.B. - Magic (feat. Rivers Cuomo)
Britney Spears - Circus
Britney Spears - Womanizer
Britney Spears - Out From Under
Bruno Mars - Grenade
Bruno Mars - Just The Way You Are
Cody Simpson - All Day
Cody Simpson - iYiYi (feat. Flo Rida)
Edward Maya and Vika Jigulina - Stereo Love
Far East Movement - Like a G6 (feat. Dev and The Cataracs)
Greyson Chance - Waiting Outside the Lines
Hot Chelle Rae - Tonight Tonight
Iyaz - Replay
Jamie Foxx - Blame It (feat. T-Pain)
Jason Derulo - In My Head
Jason Derulo - Ridin' Solo
Jennifer Lopez - On The Floor (feat. Pitbull)
Jonas Brothers - A Little Bit Longer
Jonas Brothers - Burnin' Up
Jonas Brothers - S.O.S.
Jonas Brothers - Paranoid
Justin Timberlake - What Goes Around... Comes Around
Katy Perry - California Gurls
Katy Perry - Last Friday Night (T.G.I.F.)
Kelly Clarkson - My Life Would Suck Without You
Kesha - Take It Off
Kesha - Tik Tok
Kid Cudi - Day 'n' Nite
Lady Antebellum - Need You Now
Lady Gaga - Bad Romance
Lady Gaga - Love Game
Lady Gaga - Poker Face
Metro Station - Shake It
Mike Posner - Cooler Than Me
Miley Cyrus - East Northumberland High
Miley Cyrus - Seven Things
Mindless Behavior - Mrs. Right
Nicki Minaj - Super Bass
Nina Sky - Move Ya Body
Owl City - Fireflies
Pink - So What
Pink - Who Knew
Rihanna - Disturbia
Rihanna - Pon de Replay
Rihanna - Umbrella
Selena Gomez & The Scene - A Year Without Rain
Selena Gomez & The Scene - Naturally
Selena Gomez & The Scene - Round and Round
Selena Gomez & The Scene - Who Says
Taio Cruz - Dynamite
Taylor Swift - Love Story
Taylor Swift - You Belong With Me
T.I. - Dead and Gone (feat. Justin Timberlake)
Travie McCoy - Billionaire (feat. Bruno Mars)
Usher - O.M.G. (feat. will.i.am)
Willow Smith - Whip My Hair
Middle School
Alexandra Stan - Mr. Saxobeat
Anna Kendrick - Cups
Ariana Grande - Break Free (feat. Zedd)
Ariana Grande - Put Your Hearts Up
Austin Mahone - Say You're Just A Friend (feat. Flo Rida)
Banks - Beggin' For Thread
Becky G - Built For This
Becky G - Shower
Becky G - Zoomin' Zoomin'
Britney Spears - I Wanna Go
Carly Rae Jepsen - Call Me Maybe
Carly Rae Jepsen and Owl City - Good Time
Charli XCX - Boom Clap
Cher Lloyd - Want U Back
Cobra Starship - You Make Me Feel... (feat. Sabi)
Demi Lovato - Give Your Heart A Break
Demi Lovato - Heart Attack
Ed Sheeran - Don't
Ed Sheeran - Lego House
Ed Sheeran - The A Team
Fall Out Boy - Centuries
Fall Out Boy - My Songs Know What You Did In The Dark
Fall Out Boy - Young Volcanoes
Five Seconds of Summer - Disconnected
Five Seconds of Summer - Don't Stop
Five Seconds of Summer - Heartbreak Girl
Five Seconds of Summer - She Looks So Perfect
Foster the People - Pumped Up Kicks
Gavin DeGraw - Not Over You
Gym Class Heroes - Stereo Hearts (feat. Adam Levine)
Hunter Hayes - Wanted
Iggy Azalea - Black Widow (feat. Rita Ora)
Iggy Azalea - Fancy (feat. Charli XCX)
Imagine Dragons - Radioactive
Jason Derulo - Want To Want Me
Karmin - Brokenhearted
Katy Perry - Teenage Dream
Kesha - Die Young
Lana Del Rey - Summertime Sadness
Little Mix - Wings
LMFAO - Party Rock Anthem (feat. Lauren Bennett)
Lorde - Royals
Meghan Trainor - All About That Bass
Miley Cyrus - Wrecking Ball
My Chemical Romance - I'm Not Okay
My Chemical Romance - Teenagers
Neon Trees - Everybody Talks
Nick Jonas - Jealous
Olly Murs - Dance With Me Tonight
Olly Murs - Troublemaker (feat. Flo Rida)
One Direction - Kiss You
One Direction - Live While We're Young
One Direction - Midnight Memories
One Direction - One Thing
One Direction - Story of My Life
One Direction - What Makes You Beautiful
Paramore - Still Into You
PSY - Gangnam Style
Rixton - Me and My Broken Heart
Selena Gomez & The Scene - Love You Like A Love Song
Selena Gomez - Come and Get It
Selena Gomez - Slow Down
Shawn Mendes - Life of the Party
Taylor Swift - Blank Space
Taylor Swift - Enchanted
Taylor Swift - Haunted
Taylor Swift - I Knew You Were Trouble
Taylor Swift - Safe and Sound
Taylor Swift - Sparks Fly
Taylor Swift - We Are Never Ever Getting Back Together
Tori Kelly - Nobody Love
Tove Lo - Habits (Stay High)
The Vamps - Can We Dance?
Walk The Moon - Shut Up And Dance
The Wanted - Glad You Came
Zedd - Clarity (feat. Foxes)
Zedd - Stay The Night (feat. Hayley Williams)
High School
All Time Low - Something's Gotta Give
Ariana Grande - Into You
Black Veil Brides - In The End
Calvin Harris - This Is What You Came For (feat. Rihanna)
The Chainsmokers - Roses (feat. Rozes)
Cody Simpson - ABC
DJ Snake - Let Me Love You (feat. Justin Bieber)
DJ Snake - Middle (feat. Bipolar Sunshine)
DJ Snake and AlunaGeorge - You Know You Like It
DNCE - Cake By The Ocean
Fall Out Boy - Rat a Tat (feat. Courtney Love)
Five Seconds of Summer - She's Kinda Hot
Justin Bieber - No Sense
Justin Bieber - Sorry
Maroon 5 - Payphone
Niall Horan - This Town
New Years Day - Defame Me
Nirvana - Lithium
Panic! At The Disco - Time to Dance
Selena Gomez - Good For You (feat. A$AP Rocky)
Taylor Swift - Fifteen
That Poppy - Lowlife
Thomas Rhett - Unforgettable
Wiz Khalifa and Charlie Puth - See You Again
From Video Games
Anja - Dance All Nite
Gwen Stefani - What You Waiting For?
Marina and the Diamonds - Oh No!
Nirvana - About A Girl
Nirvana - Heart Shaped BoxEmbed"
137,It Will Rain,Bruno Mars,"If you ever leave me, baby
Leave some morphine at my door
'Cause it would take a whole lot of medication
To realize what we used to have
We don't have it anymore
There's no religion that could save me
No matter how long my knees are on the floor, oh
So keep in mind all the sacrifices I'm makin'
To keep you by my side
To keep you from walkin' out the door
'Cause there'll be no sunlight
If I lose you, baby
There'll be no clear skies
If I lose you, baby
Just like the clouds
My eyes will do the same if you walk away
Every day, it'll rain
Rain, rain

I'll never be your mother's favorite
Your daddy can't even look me in the eye
Ooh, if I was in their shoes, I'd be doing the same thing
Saying, ""There goes my little girl
Walking with that troublesome guy""
But they're just afraid of something they can't understand
Ooh, but, little darling, watch me change their minds
Yeah, for you, I'll try, I'll try, I'll try, I'll try

And pick up these broken pieces 'til I'm bleedin'
If that'll make you mine

'Cause there'll be no sunlight
If I lose you, baby
There'll be no clear skies
If I lose you, baby
Just like the clouds
My eyes will do the same if you walk away
Every day, it'll rain
Rain, rain
See Bruno Mars LiveGet tickets as low as $210You might also like
Ooh, don't you say (Don't you say)
Goodbye (Goodbye)
Don't you say (Don't you say)
Goodbye (Goodbye)

I'll pick up these broken pieces 'til I'm bleedin'
If that'll make it right

'Cause there'll be no sunlight
If I lose you, baby
And there'll be no clear skies
If I lose you, baby
And just like the clouds
My eyes will do the same if you walk away
Every day, it'll rain
Rain, rain66Embed"
138,Blow Me (One Last Kiss),P!nk,"White knuckles
And sweaty palms from hanging on too tight
Clenched shut jaw
I've got another headache again tonight
Eyes on fire, eyes on fire
And they burn from all the tears
I've been crying, I've been crying
I've been dying over you
Tie a knot in the rope
Tryna hold, tryna to hold
But there's nothing to grab
So I let go
I think I finally had enough
I think I maybe think too much
I think this might be it for us
Blow me one last kiss
You think I'm just too serious
I think you're full of shit
My head is spinning so
Blow me one last kiss
Just when it can't get worse
I've had a shit day
Have you had a shit day?
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss

I won't miss
All of the fighting that we always did
Take it in
I mean what I say when I say there is nothing left
No more sick Whiskey dick
No more battles for me
You'll be calling a trick
'Cause you no longer sleep
I'll dress nice, I'll look good
I'll go dancing alone
I will laugh, I'll get drunk
I'll take somebody home
You might also like
I think I finally had enough
I think I maybe think too much
I think this might be it for us
Blow me one last kiss
You think I'm just too serious
I think you're full of shit
My head is spinning so
Blow me one last kiss
Just when it can't get worse
I've had a shit day
Have you had a shit day?
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss

Da, da da da da, da da da da
Blow me one last kiss
Da, da da da da, da da da da
Blow me one last kiss

I will do what I please
Anything that I want
I will breathe, I will breathe
I won't worry at all
You will pay for your sins
You'll be sorry, my dear
All the lies, all the ""why's"" will all be crystal clear
I think I finally had enough
I think I maybe think too much
I think this might be it for us
Blow me one last kiss
You think I'm just too serious
I think you're full of shit
My head is spinning so
Blow me one last kiss
Just when it can't get worse
I've had a shit day
Have you had a shit day?
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss

La la la la la, la la la la la, la la la la la
Blow me one last kiss
La la la la la, la la la la la, la la la la la
Blow me one last kiss

Just when it can't get worse
I've had a shit day
Have you had a shit day?
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss12Embed"
139,Underneath the Tree,Kelly Clarkson,"You're here where you should be
Snow is falling as the carolers sing
It just wasn't the same
Alone on Christmas day
Presents, what a beautiful sight
Don't mean a thing if you ain't holding me tight
You're all that I need
Underneath the tree

Tonight, I'm gonna hold you close
Make sure that you know
I was lost before you
Christmas was cold and grey
Another holiday
Alone to celebrate
But then, one day, everything changed
You're all I need
Underneath the tree

You're here where you should be
Snow is falling as the carolers sing
It just wasn't the same
Alone on Christmas day
Presents, what a beautiful sight
Don't mean a thing if you ain't holding me tight
You're all that I need
Underneath the tree

I found what I was looking for
A love that's meant for me
A heart that's mine completely
Knocked me right off my feet
And this year I will fall
With no worries at all

'Cause you are near and everything's clear
You're all I need
Underneath the tree
You might also like
You're here where you should be
Snow is falling as the carolers sing
It just wasn't the same
Alone on Christmas day
Presents, what a beautiful sight
Don't mean a thing if you ain't holding me tight
You're all that I need
Underneath the tree


And then, one day, everything changed
You're all I need
Underneath the tree, yeah

You're here where you should be
Snow is falling as the carolers sing (Oh, yeah, yeah)
It just wasn't the same (Oh, yeah, yeah, yeah)
Alone on Christmas day
Presents, what a beautiful sight (Oh, you're all I need)
Don't mean a thing if you ain't holding me tight (Underneath my tree)
You're all that I need (Underneath my tree, yeah)
Underneath the tree, tonight
Oh, you're all I need
Underneath, underneath the tree2Embed"
140,Wake Me Up,Avicii,"Feeling my way through the darkness
Guided by a beating heart
I can't tell where the journey will end
But I know where to start
They tell me I'm too young to understand
They say I'm caught up in a dream
Well life will pass me by if I don't open up my eyes
Well that's fine by me

So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know ﻿I was lost

I tried carrying the weight of the world
But I only have two hands
I hope I get the chance to travel the world
But I don't have any plans
Wish that I could stay forever this young
Not afraid to close my eyes
Life's a game﻿ made for everyone
And love is the prize

So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know I was lost

I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know, I didn't know, I didn't know
You might also like171Embed"
141,Story of My Life,One Direction,"Written in these walls are the stories that I can't explain
I leave my heart open
But it stays right here empty for days
She told me in the morning
She don't feel the same about us in her bones
It seems to me that when I die
These words will be written on my stone

And I'll be gone, gone tonight (Oh-oh-oh)
The ground beneath my feet is open wide (Oh-oh-oh)
The way that I've been holding on too tight (Oh-oh-oh)
With nothing in between
The story of my life, I take her home
I drive all night to keep her warm
And time is frozen (The story of, the story of)
The story of my life, I give her hope
I spend her love until she's broke inside
The story of my life (The story of, the story of)

Written on these walls are the colors that I can't change
Leave my heart open
But it stays right here in its cage
I know that in the morning
I'll see us in the light up on the hill
Although I am broken, my heart is untamed still

And I'll be gone, gone tonight (Oh-oh-oh)
The fire beneath my feet is burning bright (Oh-oh-oh)
The way that I've been holding on so tight (Oh-oh-oh)
With nothing in between

The story of my life, I take her home
I drive all night to keep her warm
And time is frozen (The story of, the story of)
The story of my life, I give her hope
I spend her love until she's broke inside
The story of my life (The story of, the story of)
You might also like
And I've been waiting for this time to come around
But, baby, running after you
Is like chasing the clouds

The story of my life, I take her home
I drive all night to keep her warm
And time is frozen

The story of my life, I give her hope (I give her hope)
I spend her love until she's broke inside ('Til she's broke inside)
The story of my life (The story of, the story of)

The story of my life
The story of my life (The story of, the story of)
The story of my life188Embed"
142,Just Give Me a Reason (feat. Nate Ruess),P!nk,"Right from the start
You were a thief, you stole my heart
And I, your willing victim
I let you see the parts of me that weren't all that pretty
And with every touch, you fixed them

Now you've been talking in your sleep
Oh, oh
Things you never say to me
Oh, oh
Tell me that you've had enough
Of our love, our love
Just give me a reason
Just a little bit's enough
Just a second - we're not broken, just bent
And we can learn to love again
It's in the stars
It's been written in the scars on our hearts
We're not broken, just bent
And we can learn to love again

I'm sorry I don't understand
Where all of this is coming from
I thought that we were fine
(Oh, we had everything)
Your head is running wild again
My dear, we still have everything
And it's all in your mind
(Yeah, but this is happening)

You've been having real bad dreams
Oh, oh
You used to lie so close to me
Oh, oh
There's nothing more than empty sheets
Between our love, our love
Oh, our love, our love, love
You might also like
Just give me a reason
Just a little bit’s enough
Just a second - we’re not broken, just bent
And we can learn to love again
I’ve never stopped
You’re still written in the scars on my heart
You’re not broken, just bent
And we can learn to love again

Oh, tears ducts and rust
I'll fix it for us
We're collecting dust, but our love's enough
You're holding it in
You're pouring a drink
No, nothing is as bad as it seems
We'll come clean

Just give me a reason
Just a little bit's enough
Just a second - we're not broken, just bent
And we can learn to love again
It's in the stars
It's been written in the scars on our hearts
That we're not broken, just bent
And we can learn to love again
Just give me a reason
Just a little bit's enough
Just a second we're not broken, just bent
And we can learn to love again
It's in the stars
It's still written in the scars on our hearts
That we're not broken, just bent
And we can learn to love again

Oh-oh, we can learn to love again
Oh-oh, can learn to love again
Oh-oh
That we're not broken, just bent
And we can learn to love again80Embed"
143,Hall of Fame,The Script,"Yeah, you can be the greatest, you can be the best
You can be the King Kong bangin' on your chest
You can beat the world, you can beat the war
You can talk to God, go bangin' on his door
You can throw your hands up, you can beat the clock (Yeah)
You can move a mountain, you can break rocks
You can be a master, don’t wait for luck
Dedicate yourself and you gon' find yourself

Standin' in the Hall of Fame (Yeah)
And the world’s gonna know your name (Yeah)
‘Cause you burn with the brightest flame (Yeah)
And the world’s gonna know your name (Yeah)
And you’ll be on the walls of the Hall of Fame
You can go the distance, you can run the mile
You can walk straight through hell with a smile
You can be the hero, you can get the gold
Breakin' all the records they thought never could be broke, yeah
Do it for your people, do it for your pride
How are you ever gonna know if you never even try?
Do it for your country, do it for your name
‘Cause there's gon' be a day, when you're

Standin' in the Hall of Fame (Yeah)
And the world’s gonna know your name (Yeah)
‘Cause you burn with the brightest flame (Yeah)
And the world’s gonna know your name (Yeah)
And you’ll be on the walls of the Hall of Fame

Be a champion
Be a champion
Be a champion
Be a champion
And you’ll be on the walls of the Hall of Fame

Be students, be teachers
Be politicians, be preachers
Yeah
Be believers, be leaders
Be astronauts, be champions
Be truth-seekers
Be students, be teachers
Be politicians, be preachers
Yeah
Be believers, be leaders
Be astronauts, be champions
See The Script LiveGet tickets as low as $71You might also like
Standin' in the Hall of Fame (Yeah)
And the world’s gonna know your name (Yeah)
‘Cause you burn with the brightest flame (Yeah)
And the world’s gonna know your name (Yeah)
And you’ll be on the walls of the Hall of Fame

You can be the greatest, you can be the best
(Be a champion)
You can be the King Kong bangin' on your chest
(You can be a champion)
You can beat the world, you can beat the war
(Be a champion)
You can talk to God, go bangin' on his door
(You can be a champion)
You can throw your hands up, you can beat the clock
(You can be a champion)
You can move a mountain, you can break rocks
(You can be a champion)
You can be a master, don’t wait for luck
(You can be a champion)
Dedicate yourself and you gon' find yourself
(You can be a champion)
Standing in the Hall of Fame…99Embed"
144,Roar,Katy Perry,"I used to bite my tongue and hold my breath
Scared to rock the boat and make a mess
So I sat quietly, agreed politely
I guess that I forgot I had a choice
I let you push me past the breaking point
I stood for nothing, so I fell for everything

You held me down, but I got up (Hey)
Already brushing off the dust
You hear my voice, you hear that sound
Like thunder, gonna shake the ground
You held me down, but I got up (Hey)
Get ready 'cause I've had enough
I see it all, I see it now
I got the eye of the tiger, a fighter
Dancing through the fire
'Cause I am a champion, and you're gonna hear me roar
Louder, louder than a lion
'Cause I am a champion, and you're gonna hear me roar

Oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
You're gonna hear me roar

Now I'm floating like a butterfly
Stinging like a bee, I earned my stripes
I went from zero, to my own hero

You held me down, but I got up (Hey)
Already brushing off the dust
You hear my voice, you hear that sound
Like thunder, gonna shake the ground
You held me down, but I got up (Got up)
Get ready 'cause I've had enough
I see it all, I see it now
See Katy Perry LiveGet tickets as low as $90You might also like
I got the eye of the tiger, a fighter
Dancing through the fire
'Cause I am a champion, and you're gonna hear me roar
Louder, louder than a lion
'Cause I am a champion, and you're gonna hear me roar

Oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
You're gonna hear me roar
Oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
(You'll hear me roar)
Oh-oh-oh-oh-oh-oh-oh
You're gonna hear me roar

Roar, roar, roar, roar, roar

I got the eye of the tiger, a fighter
Dancing through the fire
'Cause I am a champion, and you're gonna hear me roar
Oh, louder, louder than a lion
'Cause I am a champion, and you're gonna hear me roar
Oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh (Yeah)
You're gonna hear me roar
Oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
(You'll hear me roar)
Oh-oh-oh-oh-oh-oh-oh
You're gonna hear me roar
98Embed"
